5
4
5
7.5
4
3
11
6
6
10
5
2.5
7
7
4
5
4
9
4
3.5
8
3
3
8
6
7
2.5
3
2.5
6
8
5.5
6
4.5
8
9
6
3
3
10
5
8
3
5
1.7
1.25
9
2
5.5
3
5
